start,end, Monthly Assessment on Emergency Prevention and Preparedness for COVID-19 in Northeast Nigeria,"Hello, my name is --------------------------- and I work with FHI360. We are trying to understand how best to support your community for Health and WASH and COVID response and have a few questions for you.  This interview is private and confidential, and it will not affect receipt of services from FHI360. You are free not to answer any questions you do not want to, and if you do not want to take part in the interview at all, you do not have to and if you feel like you don’t want to continue with the interview we can stop at any time. Your name will not be used. This will take about 30 minutes. Your ideas are important to us – may I ask you a few questions?",If No (Please tick the reason of refusal of consent),If others please specify,Name of Interviewer,Date,SECTION A: SOCIO-DEMOGRAPHIC CHARACTERISTICS,What is your total family size?,How old are you?,What is your montly income?,What is your Marital status?,What is the gender of the respondent?,What is your religion?,If Other (please specify)____________,What is your Educational status?,What is your main occupation?,What is your main occupation?/Livestock herder ,What is your main occupation?/Farmer,What is your main occupation?/Government employee,What is your main occupation?/Petty Trader,What is your main occupation?/Student,What is your main occupation?/Housewife,What is your main occupation?/Self-employee ,What is your main occupation?/Jobless (Family dependent),What is your main occupation?/Housemaid,"What is your main occupation?/Other, specify___________",If Others (Please specify)--------------------,If others (please specify)---------------------,HEALTH SECTION,How often do you generally seek health care at a clinic or hospital? ,How often does the NGO community health worker visit your household?,If Others (Please specify)---------------,What are the Symptoms of COVID-19 ,What are the Symptoms of COVID-19 /Cough,What are the Symptoms of COVID-19 /Fever,What are the Symptoms of COVID-19 /Headache,What are the Symptoms of COVID-19 /Tiredness,What are the Symptoms of COVID-19 /Difficulty in breathing,What are the Symptoms of COVID-19 /Sore throat,What are the Symptoms of COVID-19 /I don’t know,What are the Preventive measures for COVID-19 that you know?,What are the Preventive measures for COVID-19 that you know?/Hand washing,What are the Preventive measures for COVID-19 that you know?/Social distancing,What are the Preventive measures for COVID-19 that you know?/Wearing a mask,What are the Preventive measures for COVID-19 that you know?/Antibiotics,What are the Preventive measures for COVID-19 that you know?/Specific medicine for treatment of COVID-19,What are the Preventive measures for COVID-19 that you know?/I don’t know,11. Which group is at risk of developing severe form of COVID-19?,11. Which group is at risk of developing severe form of COVID-19?/Chronic diseases,11. Which group is at risk of developing severe form of COVID-19?/Pregnancy,11. Which group is at risk of developing severe form of COVID-19?/Old age,11. Which group is at risk of developing severe form of COVID-19?/Anyone (irrespective to his health condition or age),11. Which group is at risk of developing severe form of COVID-19?/Do not know any risk,COVID-19 can be transmitted through,COVID-19 can be transmitted through/Airborne,COVID-19 can be transmitted through/Droplets,COVID-19 can be transmitted through/Fomite and surfaces,COVID-19 can be transmitted through/I don’t know,What are the danger signs and symptoms of Malaria? (Check all that apply),What are the danger signs and symptoms of Malaria? (Check all that apply)/Very high fever,What are the danger signs and symptoms of Malaria? (Check all that apply)/Loss of appetite ,What are the danger signs and symptoms of Malaria? (Check all that apply)/Nausea and Vomiting,What are the danger signs and symptoms of Malaria? (Check all that apply)/Shivering ,What are the danger signs and symptoms of Malaria? (Check all that apply)/Don’t know,What are the danger signs and symptoms of Malaria? (Check all that apply)/Others,If others (please specify)--------------------,What are some of the ways to prevent malaria? (Check all that apply),What are some of the ways to prevent malaria? (Check all that apply)/Sleep under insecticide treated mosquito nets,What are some of the ways to prevent malaria? (Check all that apply)/Make sure water and food is covered,What are some of the ways to prevent malaria? (Check all that apply)/Prevent accumulation of stagnant water,What are some of the ways to prevent malaria? (Check all that apply)/Clear drainages,What are some of the ways to prevent malaria? (Check all that apply)/Don’t know,What are some of the ways to prevent malaria? (Check all that apply)/Others,If Others (please specify)-----------,Some of the ways to prevent diarrhea are ,Some of the ways to prevent diarrhea are /Hand washing,Some of the ways to prevent diarrhea are /Eating thoroughly cooked food and always cover your food,Some of the ways to prevent diarrhea are /Using the latrine every time you defecate,Some of the ways to prevent diarrhea are /Drinking treated water and/or boiled water,Some of the ways to prevent diarrhea are /Doesn’t know,Some of the ways to prevent diarrhea are /Others ,If Others (Please specify)----------------,Immunization can prevent the following diseases ,Immunization can prevent the following diseases /Polio,Immunization can prevent the following diseases /Measles,Immunization can prevent the following diseases /Cholera,Immunization can prevent the following diseases /Malaria,Immunization can prevent the following diseases /Tuberculosis,Which health messages are passed to you by the community health workers?,Which health messages are passed to you by the community health workers?/Prevention of Malaria,Which health messages are passed to you by the community health workers?/Prevention of Diarrhea (AWD),Which health messages are passed to you by the community health workers?/Prevention of Cholera,Which health messages are passed to you by the community health workers?/Importance of Reproductive Health,Which health messages are passed to you by the community health workers?/Importance of Immunization,Which health messages are passed to you by the community health workers?/Respiratory Hygiene/ Cough etiquette ,Which health messages are passed to you by the community health workers?/I don’t know,Water Sanitation and Hygiene Session,Water supply,What is the main source of drinking water for members of this household?,What is the main source of drinking water for members of this household?/Public standpipe ,What is the main source of drinking water for members of this household?/Private tape water in the compound,What is the main source of drinking water for members of this household?/Tube well/borehole ,What is the main source of drinking water for members of this household?/Protected dug well,What is the main source of drinking water for members of this household?/Unprotected dug well,What is the main source of drinking water for members of this household?/Protected spring,What is the main source of drinking water for members of this household?/Unprotected spring,What is the main source of drinking water for members of this household?/Surface water(river/pond/lake/dam),What is the main source of drinking water for members of this household?/Others,If others (please specify)------------------,Is water from this source usually accessible every day?,"How long does it usually take you to get to the water source, collect the water and bring it back home?",How many liters of water does each person in your house collect for use per day,Is your drinking water treated/chlorinated at source?,Do you currently treat your drinking water at home in any way to make it safer to drink?,"If yes, what do you usually do to the water to make it safer to drink?",Others (please specify)------------------------------,Where do you store your drinking water?,If Others (please specify),"Please sight the drinking water storage can, is it clean enough?",Sanitation Infrastructure,What kind of toilet facility do members of your household usually use?  ,What kind of toilet facility do members of your household usually use?  /Pit latrine without floor/slab,What kind of toilet facility do members of your household usually use?  /Simple pit latrine with floor/slab ,What kind of toilet facility do members of your household usually use?  /VIP latrine with floor/slab,What kind of toilet facility do members of your household usually use?  /Makeshift latrine,What kind of toilet facility do members of your household usually use?  /Open field ,What kind of toilet facility do members of your household usually use?  /Others,Others (please specify)--------------,11. Where is the toilet facility most frequently used by members of your household? Or Where do you and your family members defecate? ,If Others (please specify)----------------,How satisfied are you with the place where your family defecates?,Hygiene Promotion,"Have you ever been taught/heard about the importance of latrine use and hand washing with soap at critical times? Or In the past six months, have you heard from someone or have you seen somewhere the importance of latrine use and hand washing with soap at critical times?","If the answer is yes, where did you see or hear the message or information about the importance of latrine use and hand washing with soap at critical times? ","If the answer is yes, where did you see or hear the message or information about the importance of latrine use and hand washing with soap at critical times? /From Community Volunteers ","If the answer is yes, where did you see or hear the message or information about the importance of latrine use and hand washing with soap at critical times? /Radio","If the answer is yes, where did you see or hear the message or information about the importance of latrine use and hand washing with soap at critical times? /Billboard ","If the answer is yes, where did you see or hear the message or information about the importance of latrine use and hand washing with soap at critical times? /During WASH Celebration day (Global handwashing day, World Toilet Day and World Water Day)","If the answer is yes, where did you see or hear the message or information about the importance of latrine use and hand washing with soap at critical times? /Others",If Others (Please specify)----------------------,Can you please tell me all the important occasions when people should wash their hands? ,Can you please tell me all the important occasions when people should wash their hands? /After going to toilet,Can you please tell me all the important occasions when people should wash their hands? /After cleaning the bottom of a child or attending to a child who has defecated,Can you please tell me all the important occasions when people should wash their hands? /After attending to a sick person with diarrhea/Acute watery diarrhea.,Can you please tell me all the important occasions when people should wash their hands? /Before preparing food,Can you please tell me all the important occasions when people should wash their hands? /Before feeding a child,Can you please tell me all the important occasions when people should wash their hands? /Before eating,Can you please tell me all the important occasions when people should wash their hands? /None of the above mentioned,Can you please tell me all the important occasions when people should wash their hands? /I don't know,"In the past two days, on which occasions did you wash your hands? Please mention all the moments you remember","In the past two days, on which occasions did you wash your hands? Please mention all the moments you remember/After going to toilet","In the past two days, on which occasions did you wash your hands? Please mention all the moments you remember/After cleaning the bottom of a child/ attending to a child who has defecated ","In the past two days, on which occasions did you wash your hands? Please mention all the moments you remember/After attending to a sick person with diarrhea/acute watery diarrhea","In the past two days, on which occasions did you wash your hands? Please mention all the moments you remember/Before preparing food ","In the past two days, on which occasions did you wash your hands? Please mention all the moments you remember/Before feeding a child ","In the past two days, on which occasions did you wash your hands? Please mention all the moments you remember/Before eating ","In the past two days, on which occasions did you wash your hands? Please mention all the moments you remember/I don't know","In the past two days, on which occasions did you wash your hands? Please mention all the moments you remember/Others",If Others (Please specify)------------------------,What did you wash your hands with?,If Other (Please specify)--------------------------,18. Is there any handwashing stand or Anal Kettles around the camp and close the sanitation infrastructures (latrine and bathrooms),Thank you for your time and participating in the interview,_id,_uuid,_submission_time,_validation_status,_index
2020-12-03T10:46:33.398+01:00,2020-12-03T10:59:56.152+01:00,,Yes,,,TIJJANI ABUBAKAR,2020-12-03,OK,7,40,45000,Widowed ,Female,Pentecostal,,Primary,Jobless (Family dependent),0,0,0,0,0,0,0,1,0,0,,,OK,Twice a year or more,More than two times ,,Cough Fever Headache Tiredness Difficulty in breathing,1,1,1,1,1,0,0,Hand washing Social distancing Wearing a mask,1,1,1,0,0,0,Anyone (irrespective to his health condition or age),0,0,0,1,0,,,,,,Very high fever Loss of appetite  Nausea and Vomiting Shivering ,1,1,1,1,0,0,,Sleep under insecticide treated mosquito nets,1,0,0,0,0,0,,Hand washing Eating thoroughly cooked food and always cover your food Using the latrine every time you defecate Drinking treated water and/or boiled water,1,1,1,1,0,0,,Tuberculosis Malaria Cholera Measles Polio,1,1,1,1,1,Prevention of Malaria Importance of Immunization Importance of Reproductive Health Prevention of Cholera Prevention of Diarrhea (AWD),1,1,1,1,1,0,0,OK,OK,Tube well/borehole ,0,0,1,0,0,0,0,0,0,,Yes,30 minutes or less,Above 20 liters,Yes,Yes,Boil,,In a jerry can,,Yes,OK,Simple pit latrine with floor/slab ,0,1,0,0,0,0,,In yard/compound,,Somewhat unsatisfied ,OK,Yes,From Community Volunteers ,1,0,0,0,0,,After going to toilet After cleaning the bottom of a child or attending to a child who has defecated After attending to a sick person with diarrhea/Acute watery diarrhea. Before preparing food Before feeding a child Before eating,1,1,1,1,1,1,0,0,After going to toilet After cleaning the bottom of a child/ attending to a child who has defecated  After attending to a sick person with diarrhea/acute watery diarrhea Before preparing food  Before feeding a child  Before eating ,1,1,1,1,1,1,0,0,,Water and soap,,Yes,OK,142376480,4c3578c1-5876-41e0-98ee-96f5ba8a6046,2020-12-03T14:36:39,,1
2021-01-29T11:06:50.562+01:00,2021-01-29T11:13:39.374+01:00,,Yes,,,Jacob Ishaya Gimba,2021-01-29,OK,4,26,57000,Married,Female,Pentecostal,,Tertiary,Jobless (Family dependent),0,0,0,0,0,0,0,1,0,0,,,OK,Twice a year or more,More than two times ,,Difficulty in breathing Fever,0,1,0,0,1,0,0,Hand washing Wearing a mask,1,0,1,0,0,0,Old age Chronic diseases,1,0,1,0,0,I don’t know,0,0,0,1,Nausea and Vomiting Shivering ,0,0,1,1,0,0,,Sleep under insecticide treated mosquito nets,1,0,0,0,0,0,,Hand washing,1,0,0,0,0,0,,Measles,0,1,0,0,0,Prevention of Malaria Importance of Immunization,1,0,0,0,1,0,0,OK,OK,Public standpipe ,1,0,0,0,0,0,0,0,0,,Yes,More than 30 minutes,0 to 5 liters,Yes,Yes,"Use water filter (ceramic, sand)",,In a jerry can,,Yes,OK,Simple pit latrine with floor/slab ,0,1,0,0,0,0,,Shared public facility under 15-20 meter ,,Very unsatisfied ,OK,Yes,From Community Volunteers ,1,0,0,0,0,,After going to toilet After cleaning the bottom of a child or attending to a child who has defecated Before preparing food Before feeding a child Before eating,1,1,0,1,1,1,0,0,After going to toilet After cleaning the bottom of a child/ attending to a child who has defecated  Before feeding a child  Before preparing food  Before eating ,1,1,0,1,1,1,0,0,,Water and soap,,No,OK,155172235,a3e3823f-bbc6-431b-bb99-6d874ae14ce3,2021-01-29T19:08:06,,2
2020-12-03T10:13:49.845+01:00,2020-12-03T10:24:20.975+01:00,,Yes,,,TIJJANI ABUBAKAR,2020-12-03,OK,6,40,97000,Married,Female,Pentecostal,,Tertiary,Housewife,0,0,0,0,0,1,0,0,0,0,,,OK,More than a year but at least twice in past 5 years,More than two times ,,Cough Fever Headache Difficulty in breathing Tiredness,1,1,1,1,1,0,0,Hand washing Social distancing Wearing a mask,1,1,1,0,0,0,Anyone (irrespective to his health condition or age),0,0,0,1,0,,,,,,Very high fever Loss of appetite  Nausea and Vomiting Shivering ,1,1,1,1,0,0,,Sleep under insecticide treated mosquito nets,1,0,0,0,0,0,,Hand washing Eating thoroughly cooked food and always cover your food Using the latrine every time you defecate Drinking treated water and/or boiled water,1,1,1,1,0,0,,Measles Polio Malaria Tuberculosis,1,1,0,1,1,Prevention of Malaria Prevention of Diarrhea (AWD) Prevention of Cholera Importance of Reproductive Health Importance of Immunization,1,1,1,1,1,0,0,OK,OK,Tube well/borehole ,0,0,1,0,0,0,0,0,0,,Yes,30 minutes or less,Above 20 liters,Yes,Yes,Boil,,In a jerry can,,Yes,OK,Simple pit latrine with floor/slab ,0,1,0,0,0,0,,Shared public facility under 15-20 meter ,,Somewhat unsatisfied ,OK,Yes,From Community Volunteers ,1,0,0,0,0,,After going to toilet After cleaning the bottom of a child or attending to a child who has defecated After attending to a sick person with diarrhea/Acute watery diarrhea. Before preparing food Before feeding a child Before eating,1,1,1,1,1,1,0,0,After going to toilet After cleaning the bottom of a child/ attending to a child who has defecated  After attending to a sick person with diarrhea/acute watery diarrhea Before preparing food  Before feeding a child  Before eating ,1,1,1,1,1,1,0,0,,Water and soap,,Yes,OK,142376460,679d8507-f3b8-4d9a-a290-c22064c7e0a3,2020-12-03T14:36:35,,3
2020-12-03T09:40:51.871+01:00,2020-12-03T09:53:00.526+01:00,,Yes,,,TIJJANI ABUBAKAR,2020-12-03,OK,6,30,139000,Married,Female,Muslim,,Tertiary,Housewife,0,0,0,0,0,1,0,0,0,0,,,OK,Twice a year or more,More than two times ,,Cough Fever Difficulty in breathing Headache,1,1,1,0,1,0,0,Hand washing Social distancing Wearing a mask,1,1,1,0,0,0,Anyone (irrespective to his health condition or age),0,0,0,1,0,Droplets,0,1,0,0,Very high fever Loss of appetite  Nausea and Vomiting Shivering ,1,1,1,1,0,0,,Sleep under insecticide treated mosquito nets,1,0,0,0,0,0,,Hand washing Eating thoroughly cooked food and always cover your food Using the latrine every time you defecate Drinking treated water and/or boiled water,1,1,1,1,0,0,,Measles Polio Malaria,1,1,0,1,0,Prevention of Malaria Prevention of Diarrhea (AWD) Prevention of Cholera Importance of Immunization,1,1,1,0,1,0,0,OK,OK,Tube well/borehole ,0,0,1,0,0,0,0,0,0,,Yes,30 minutes or less,Above 20 liters,Yes,Yes,Strain through cloth,,In a jerry can,,Yes,OK,Simple pit latrine with floor/slab ,0,1,0,0,0,0,,Shared public facility under 15-20 meter ,,Very unsatisfied ,OK,Yes,From Community Volunteers ,1,0,0,0,0,,After going to toilet After cleaning the bottom of a child or attending to a child who has defecated After attending to a sick person with diarrhea/Acute watery diarrhea. Before feeding a child Before preparing food Before eating,1,1,1,1,1,1,0,0,After going to toilet After cleaning the bottom of a child/ attending to a child who has defecated  After attending to a sick person with diarrhea/acute watery diarrhea Before preparing food  Before feeding a child  Before eating ,1,1,1,1,1,1,0,0,,Water and soap,,Yes,OK,142376430,a9ef331d-031f-411a-afb0-caa16740239c,2020-12-03T14:36:30,,4
2021-01-27T11:01:58.189+01:00,2021-01-27T11:12:38.265+01:00,,Yes,,,Jibrin Dugje ,2021-01-27,OK,7,57,157000,Married,Male,Catholic,,No education,Farmer,0,1,0,0,0,0,0,0,0,0,,,OK,Twice a year or more,More than two times ,,I don’t know,0,0,0,0,0,0,1,I don’t know,0,0,0,0,0,1,Do not know any risk,0,0,0,0,1,I don’t know,0,0,0,1,Very high fever Loss of appetite ,1,1,0,0,0,0,,Sleep under insecticide treated mosquito nets Prevent accumulation of stagnant water,1,0,1,0,0,0,,Hand washing Drinking treated water and/or boiled water Using the latrine every time you defecate,1,0,1,1,0,0,,Polio Tuberculosis Measles,1,1,0,0,1,Prevention of Malaria Prevention of Diarrhea (AWD) Prevention of Cholera,1,1,1,0,0,0,0,OK,OK,Public standpipe ,1,0,0,0,0,0,0,0,0,,Yes,More than 30 minutes,10 to 20 liters,Yes,Yes,Add bleach/chlorine,,In a jerry can,,Yes,OK,Simple pit latrine with floor/slab ,0,1,0,0,0,0,,Shared private facility under 15-20 meter,,Somewhat satisfied ,OK,Yes,From Community Volunteers ,1,0,0,0,0,,After going to toilet Before eating,1,0,0,0,0,1,0,0,After going to toilet Before eating ,1,0,0,0,0,1,0,0,,Water and soap,,Yes,OK,155123541,1c2338d5-d4f9-4c4f-9522-fa0f1fe5883d,2021-01-29T14:25:10,,5
2021-01-27T10:49:30.455+01:00,2021-01-27T11:01:44.610+01:00,,Yes,,,Jibrin Dugje ,2021-01-27,OK,8,50,50000,Married,male,Muslim,,No education,Farmer,0,1,0,0,0,0,0,0,0,0,,,OK,Twice a year or more,Two times ,,Cough Fever Headache,1,1,1,0,0,0,0,Wearing a mask Social distancing Hand washing,1,1,1,0,0,0,Old age,0,0,1,0,0,Airborne,1,0,0,0,Very high fever Loss of appetite ,1,1,0,0,0,0,,Sleep under insecticide treated mosquito nets Prevent accumulation of stagnant water,1,0,1,0,0,0,,Hand washing Eating thoroughly cooked food and always cover your food Using the latrine every time you defecate,1,1,1,0,0,0,,Polio Tuberculosis,1,0,0,0,1,Prevention of Malaria Prevention of Diarrhea (AWD),1,1,0,0,0,0,0,OK,OK,Public standpipe ,1,0,0,0,0,0,0,0,0,,Yes,30 minutes or less,More than 5 liters but less than 10 liters,Don’t Know,Yes,Add bleach/chlorine,,In a bucket,,Yes,OK,Simple pit latrine with floor/slab ,0,1,0,0,0,0,,Shared private facility over 15-20 meter,,Somewhat satisfied ,OK,Yes,From Community Volunteers ,1,0,0,0,0,,After going to toilet Before eating After attending to a sick person with diarrhea/Acute watery diarrhea.,1,0,1,0,0,1,0,0,After going to toilet Before eating ,1,0,0,0,0,1,0,0,,Water and ash/ sand,,Yes,OK,155123516,abdaadbb-4e15-4990-9677-8fc1460f44d1,2021-01-29T14:25:04,,6
2021-01-27T10:27:06.460+01:00,2021-01-27T10:46:40.511+01:00,,Yes,,,Jibrin Dugje ,2021-01-27,OK,5,55,79000,Married,Male,Muslim,,No education,Farmer,0,1,0,0,0,0,0,0,0,0,,,OK,Twice a year or more,One time  ,,I don’t know,0,0,0,0,0,0,1,I don’t know,0,0,0,0,0,1,Anyone (irrespective to his health condition or age),0,0,0,1,0,I don’t know,0,0,0,1,Very high fever Loss of appetite ,1,1,0,0,0,0,,Sleep under insecticide treated mosquito nets Prevent accumulation of stagnant water,1,0,1,0,0,0,,Eating thoroughly cooked food and always cover your food Hand washing Using the latrine every time you defecate,1,1,1,0,0,0,,Polio Measles Tuberculosis,1,1,0,0,1,Prevention of Malaria Prevention of Diarrhea (AWD) Prevention of Cholera,1,1,1,0,0,0,0,OK,OK,Public standpipe ,1,0,0,0,0,0,0,0,0,,Yes,More than 30 minutes,10 to 20 liters,Don’t Know,Yes,Add bleach/chlorine,,Others,We use pots stored our water ,Yes,OK,Simple pit latrine with floor/slab ,0,1,0,0,0,0,,Shared public facility over 15-20 meter ,,Somewhat satisfied ,OK,Yes,Billboard ,0,0,1,0,0,,Before eating After going to toilet,1,0,0,0,0,1,0,0,After going to toilet After cleaning the bottom of a child/ attending to a child who has defecated  Before eating ,1,1,0,0,0,1,0,0,,Water and soap,,Yes,OK,155123483,1d6eedde-9da9-4719-9b08-838a4920fb36,2021-01-29T14:24:50,,7
2021-01-27T11:50:58.826+01:00,2021-01-27T11:59:10.626+01:00,,Yes,,,Jibrin Dugje ,2021-01-27,OK,8,70,76000,Widowed ,Female,Pentecostal,,No education,Jobless (Family dependent),0,0,0,0,0,0,0,1,0,0,,,OK,Twice a year or more,Two times ,,Fever Cough Headache,1,1,1,0,0,0,0,Hand washing Social distancing Wearing a mask,1,1,1,0,0,0,Old age,0,0,1,0,0,Airborne,1,0,0,0,Very high fever Loss of appetite ,1,1,0,0,0,0,,Sleep under insecticide treated mosquito nets Prevent accumulation of stagnant water,1,0,1,0,0,0,,Hand washing Eating thoroughly cooked food and always cover your food Using the latrine every time you defecate,1,1,1,0,0,0,,Polio Malaria Cholera,1,0,1,1,0,Prevention of Malaria Prevention of Diarrhea (AWD) Prevention of Cholera,1,1,1,0,0,0,0,OK,OK,Public standpipe ,1,0,0,0,0,0,0,0,0,,Yes,30 minutes or less,10 to 20 liters,Yes,Yes,Add bleach/chlorine,,In a jerry can,,Yes,OK,Simple pit latrine with floor/slab ,0,1,0,0,0,0,,Shared private facility under 15-20 meter,,Very satisfied,OK,Yes,From Community Volunteers ,1,0,0,0,0,,After going to toilet Before eating,1,0,0,0,0,1,0,0,After going to toilet Before eating  After attending to a sick person with diarrhea/acute watery diarrhea,1,0,1,0,0,1,0,0,,Water and soap,,Yes,OK,155127311,a5c3bcdf-02b9-4498-b6c1-136f23e5610d,2021-01-29T14:44:11,,8
2021-01-27T11:27:29.629+01:00,2021-01-27T11:38:25.705+01:00,,Yes,,,Jibrin Dugje ,2021-01-27,OK,7,65,198000,Widowed ,Female,Pentecostal,,Tertiary,Jobless (Family dependent),0,0,0,0,0,0,0,1,0,0,,,OK,Twice a year or more,Two times ,,Fever Headache Cough,1,1,1,0,0,0,0,Hand washing Social distancing Wearing a mask,1,1,1,0,0,0,Old age,0,0,1,0,0,Airborne,1,0,0,0,Very high fever Loss of appetite ,1,1,0,0,0,0,,Sleep under insecticide treated mosquito nets Prevent accumulation of stagnant water,1,0,1,0,0,0,,Hand washing Drinking treated water and/or boiled water,1,0,0,1,0,0,,Polio Malaria,1,0,0,1,0,Prevention of Malaria Prevention of Cholera Respiratory Hygiene/ Cough etiquette ,1,0,1,0,0,1,0,OK,OK,Public standpipe ,1,0,0,0,0,0,0,0,0,,Yes,More than 30 minutes,10 to 20 liters,Yes,Yes,Add bleach/chlorine,,In a bowl,,Yes,OK,Simple pit latrine with floor/slab ,0,1,0,0,0,0,,Shared private facility over 15-20 meter,,Very satisfied,OK,Yes,From Community Volunteers ,1,0,0,0,0,,After going to toilet Before eating After cleaning the bottom of a child or attending to a child who has defecated,1,1,0,0,0,1,0,0,After going to toilet After cleaning the bottom of a child/ attending to a child who has defecated  Before eating ,1,1,0,0,0,1,0,0,,Water and ash/ sand,,Yes,OK,155127268,d0e46f7b-1c45-42dd-a58f-fb0542d15d2d,2021-01-29T14:43:52,,9
2020-12-23T10:02:53.596+01:00,2020-12-23T10:16:58.609+01:00,,Yes,,,Dauda Mshelia ,2020-12-23,OK,10,30,87000,Married,Female,Pentecostal,,Tertiary,Housewife,0,0,0,0,0,1,0,0,0,0,,,OK,Twice a year or more,More than two times ,,Cough Headache,1,0,1,0,0,0,0,Wearing a mask Social distancing Hand washing,1,1,1,0,0,0,Anyone (irrespective to his health condition or age),0,0,0,1,0,Airborne,1,0,0,0,Very high fever Shivering  Nausea and Vomiting,1,0,1,1,0,0,,Sleep under insecticide treated mosquito nets Prevent accumulation of stagnant water,1,0,1,0,0,0,,Drinking treated water and/or boiled water Eating thoroughly cooked food and always cover your food Hand washing,1,1,0,1,0,0,,Malaria Polio,1,0,0,1,0,Prevention of Cholera Prevention of Diarrhea (AWD) Prevention of Malaria Importance of Reproductive Health,1,1,1,1,0,0,0,OK,OK,Public standpipe ,1,0,0,0,0,0,0,0,0,,Yes,30 minutes or less,Above 20 liters,Yes,Yes,Add bleach/chlorine,,Others,Pot,Yes,OK,Pit latrine without floor/slab,1,0,0,0,0,0,,Shared public facility under 15-20 meter ,,Very satisfied,OK,Yes,From Community Volunteers ,1,0,0,0,0,,After going to toilet After cleaning the bottom of a child or attending to a child who has defecated Before feeding a child Before preparing food,1,1,0,1,1,0,0,0,After going to toilet After cleaning the bottom of a child/ attending to a child who has defecated  Before preparing food  Before feeding a child ,1,1,0,1,1,0,0,0,,Water and soap,,Yes,OK,149351478,6cf406d4-efd0-420b-bfcd-64fa33ca8c90,2020-12-29T19:21:29,,10
